dx,dy,action,speed_multiplier,enemy_count
28,-198,1,1.0,3
-17,-195,0,1.0,3
-17,-191,0,1.0,3
49,-194,1,1.0,3
-10,-189,0,1.0,2
25,-189,1,1.0,1
-74,-186,0,1.0,1
16,-186,1,1.0,1
-84,-186,0,1.0,1
-52,-185,0,1.0,1
68,-185,1,1.0,1
-163,-374,0,1.0,14
-10,-187,1,1.0,4
7,-195,0,1.0,4
-15,-187,0,1.0,3
20,-187,1,1.0,3
-70,-187,0,1.0,3
-57,-186,1,1.0,3
-39,-152,1,1.0,2
-69,-152,0,1.0,2
51,-152,1,1.0,2
-164,-330,0,1.0,16
0,-223,1,1.0,8
-33,-211,0,1.0,8
-3,-180,1,1.0,7
-38,-180,0,1.0,6
-12,-193,0,1.0,5
-8,-180,0,1.0,5
17,-179,0,1.0,4
52,-179,1,1.0,3
52,-179,1,1.0,3
42,-179,0,1.0,3
69,-156,1,1.0,2
-16,-156,1,1.0,2
-17,-171,0,1.0,2
44,-156,1,1.0,2
19,-156,1,1.0,2
120,-160,1,1.0,1
-80,-159,0,1.0,1
10,-159,0,1.0,1
75,-159,1,1.0,1
65,-158,1,1.0,1
-15,-158,0,1.0,1
-106,-334,0,1.0,18
-73,-331,1,1.0,18
-340,-320,2,1.0,18
0,-206,0,1.0,18
110,-166,1,1.0,15
-139,-395,1,1.0,18
-170,-252,0,1.0,18
143,-139,1,1.0,18
-146,-378,0,1.0,18
3,-408,1,1.0,18
-138,-267,0,1.0,16
-9,-195,2,1.0,16
42,-265,2,1.0,15
88,-133,1,1.0,15
-22,-144,2,1.0,15
-10,-126,0,1.0,15
0,-142,2,1.0,15
0,-142,1,1.0,14
5,-126,0,1.0,14
10,-142,2,1.0,14
10,-142,2,1.0,14
13,-143,2,1.0,13
13,-143,1,1.0,13
-27,-76,0,1.0,13
-1,-132,1,1.0,13
-1,-285,0,1.0,8
-1,-324,2,1.0,8
-1,-264,2,1.0,7
-1,-245,2,1.0,7
-1,-238,2,1.0,7
-1,-278,2,1.0,6
-1,-272,2,1.0,6
0,-268,2,1.0,6
-1,-265,0,1.0,6
4,-352,2,1.0,6
0,-347,2,1.0,6
-1,-339,2,1.0,5
0,-331,2,1.0,5
0,-325,2,1.0,5
0,-319,2,1.0,5
0,-305,2,1.0,4
0,-282,2,1.0,4
43,-268,0,1.0,3
-7,-193,2,1.0,3
-7,-193,2,1.0,3
-1,-240,1,1.0,2
-13,-230,2,1.0,2
-2,-217,2,1.0,1
-2,-206,2,1.0,1
-1,-200,2,1.0,1
-115,-443,1,1.0,10
0,-226,0,1.0,10
-61,-310,1,1.0,10
-345,-415,0,1.0,10
0,-253,2,1.0,10
0,-282,2,1.0,9
0,-265,2,1.0,9
-2,-246,0,1.0,8
3,-196,2,1.0,8
0,-240,2,1.0,7
0,-224,0,1.0,6
6,-195,2,1.0,6
31,-198,2,1.0,5
16,-185,0,1.0,5
41,-188,2,1.0,5
41,-188,1,1.0,5
-14,-188,2,1.0,5
-14,-188,0,1.0,4
112,-165,1,1.0,4
-290,-387,0,1.0,10
-2,-200,1,1.0,10
-154,-312,0,1.3,10
0,-344,2,1.3,10
0,-329,2,1.3,9
0,-310,2,1.3,9
0,-379,0,1.3,8
-24,-277,2,1.3,8
0,-342,2,1.3,7
0,-271,2,1.3,6
0,-268,2,1.3,5
-1,-203,0,1.3,4
15,-243,2,1.3,4
1,-216,2,1.3,3
-1,-209,2,1.3,3
1,-204,2,1.3,3
-28,-197,1,1.3,2
-89,-168,2,1.3,2
-29,-167,0,1.3,2
6,-167,2,1.3,2
6,-167,2,1.3,2
6,-167,2,1.3,2
-8,-172,2,1.3,1
-8,-172,2,1.3,1
-8,-172,2,1.3,1
-8,-172,2,1.3,1
-172,-333,2,1.3,12
-157,-327,2,1.3,12
-145,-322,2,1.3,12
-133,-317,0,1.3,12
-33,-308,2,1.3,12
-1,-271,2,1.3,11
-1,-252,2,1.3,10
0,-286,2,1.3,9
-1,-363,2,1.3,9
-1,-358,2,1.3,9
-1,-251,2,1.3,8
0,-249,2,1.3,8
0,-286,2,1.3,8
0,-236,2,1.3,8
0,-230,2,1.3,8
0,-263,2,1.3,7
0,-262,2,1.3,7
0,-256,2,1.3,7
0,-250,2,1.3,7
0,-244,2,1.3,7
1,-275,2,1.3,6
0,-271,0,1.3,6
16,-194,2,1.3,6
16,-194,2,1.3,6
16,-194,2,1.3,6
7,-200,1,1.3,5
-23,-198,2,1.3,5
-23,-198,2,1.3,5
-23,-198,2,1.3,5
-8,-189,2,1.3,5
5,-207,0,1.3,5
-3,-198,2,1.3,5
-2,-202,2,1.3,5
-2,-200,2,1.3,5
-2,-200,2,1.3,4
-2,-200,2,1.3,4
-2,-200,2,1.3,4
-2,-200,2,1.3,4
-2,-200,2,1.3,4
-2,-200,2,1.3,3
-2,-200,2,1.3,3
-2,-200,2,1.3,3
-2,-200,2,1.3,3
47,-194,0,1.3,3
45,-195,0,1.3,2
70,-187,2,1.3,2
70,-186,1,1.3,2
15,-151,1,1.3,2
75,-185,1,1.3,1
55,-184,1,1.3,1
-84,-181,0,1.3,1
-25,-177,2,1.3,1
-85,-176,0,1.3,1
5,-176,2,1.3,1
-100,-173,0,1.3,1
5,-173,2,1.3,1
-73,-320,0,1.3,14
0,-409,2,1.3,14
0,-379,2,1.3,12
0,-244,2,1.3,12
0,-238,2,1.3,12
0,-232,2,1.3,12
0,-249,2,1.3,10
-2,-288,2,1.3,10
0,-233,2,1.3,9
0,-230,0,1.3,9
-2,-269,2,1.3,9
8,-264,2,1.3,9
-2,-250,0,1.3,8
5,-164,2,1.3,8
5,-164,2,1.3,8
34,-187,2,1.3,7
23,-213,1,1.3,7
-25,-178,2,1.3,7
-30,-178,2,1.3,7
21,-182,2,1.3,6
21,-182,0,1.3,6
-3,-182,2,1.3,6
6,-158,2,1.3,6
6,-158,2,1.3,6
6,-158,2,1.3,6
8,-192,2,1.3,5
8,-192,1,1.3,5
-5,-178,2,1.3,5
-15,-178,2,1.3,5
-15,-178,2,1.3,5
-15,-178,2,1.3,5
-23,-182,2,1.3,4
-23,-182,2,1.3,4
-23,-182,0,1.3,4
-2,-192,2,1.3,4
8,-192,2,1.3,4
27,-182,2,1.3,3
27,-182,1,1.3,3
2,-182,2,1.3,3
-8,-182,2,1.3,3
-8,-182,2,1.3,3
78,-164,2,1.3,2
78,-164,2,1.3,2
78,-164,1,1.3,2
13,-164,2,1.3,2
13,-164,2,1.3,2
13,-164,2,1.3,2
-125,-157,2,1.3,1
-179,-156,0,1.3,1
44,-152,2,1.3,1
44,-152,2,1.3,1
44,-152,1,1.3,1
4,-152,2,1.3,1
4,-152,2,1.3,1
4,-152,2,1.3,1
-179,-380,2,1.3,16
-160,-372,2,1.3,16
-148,-367,1,1.3,16
-108,-459,2,1.3,16
-157,-452,0,1.3,16
-7,-431,2,1.3,16
0,-333,2,1.3,16
-1,-419,2,1.3,16
0,-367,2,1.3,16
0,-275,2,1.3,16
0,-345,2,1.3,15
0,-388,2,1.3,15
0,-382,2,1.3,15
0,-270,2,1.3,14
0,-307,2,1.3,14
0,-241,1,1.3,13
-4,-326,2,1.3,13
-3,-275,2,1.3,13
0,-269,2,1.3,12
0,-263,2,1.3,12
0,-248,2,1.3,12
0,-288,2,1.3,12
0,-237,2,1.3,11
0,-276,2,1.3,11
0,-271,2,1.3,11
0,-264,2,1.3,11
0,-258,2,1.3,11
0,-206,2,1.3,10
0,-200,2,1.3,10
0,-200,2,1.3,10
0,-200,2,1.3,10
0,-200,2,1.3,10
0,-222,2,1.3,9
0,-210,2,1.3,9
0,-203,2,1.3,9
-1,-200,2,1.3,9
-1,-200,2,1.3,8
-1,-200,2,1.3,8
-1,-200,2,1.3,8
-1,-200,2,1.3,8
-1,-200,2,1.3,8
-32,-198,0,1.3,7
-46,-193,2,1.3,7
-46,-193,2,1.3,7
-46,-193,2,1.3,7
19,-183,2,1.3,7
-3,-160,0,1.3,7
24,-193,1,1.3,7
-82,-173,2,1.3,7
-46,-169,0,1.3,7
34,-169,2,1.3,7
34,-169,2,1.3,7
34,-169,2,1.3,7
-42,-159,2,1.3,7
-42,-159,0,1.3,7
3,-173,0,1.3,5
28,-173,0,1.3,5
48,-173,0,1.3,5
-47,-159,0,1.3,4
-27,-159,0,1.3,4
-2,-159,0,1.3,4
-9,-133,0,1.3,4
66,-133,1,1.3,3
-34,-133,0,1.3,1
-4,-133,2,1.3,1
-182,-337,2,1.3,18
-149,-323,0,1.3,18
-3,-397,2,1.3,18
1,-284,2,1.3,17
0,-267,1,1.3,15
-58,-247,2,1.3,14
-58,-327,2,1.3,14
3,-219,0,1.3,14
-1,-308,2,1.3,14
0,-264,0,1.3,11
0,-249,0,1.3,8
-21,-169,0,1.3,7
89,-168,1,1.3,5
25,-204,1,1.3,5
40,-195,1,1.3,4
15,-191,1,1.3,3
-76,-166,2,1.3,3
-76,-166,2,1.3,3
-76,-166,0,1.3,3
4,-166,2,1.3,3
-2,-177,2,1.3,3
14,-166,2,1.3,2
14,-166,2,1.3,2
14,-166,2,1.3,2
14,-166,1,1.3,2
-4,-161,2,1.3,2
-4,-161,2,1.3,2
-21,-166,2,1.3,1
-21,-166,0,1.3,1
-1,-166,2,1.3,1
-1,-166,2,1.3,1
59,-166,2,1.3,1
59,-166,1,1.3,1
-6,-166,2,1.3,1
-6,-166,2,1.3,1
-165,-419,1,1.3,20
-136,-393,2,1.3,20
-152,-374,0,1.3,20
-115,-371,2,1.3,20
0,-284,2,1.3,10
0,-229,2,1.3,9
0,-269,2,1.3,9
0,-264,2,1.3,9
0,-257,2,1.3,9
0,-237,2,1.3,8
0,-229,2,1.3,8
0,-222,2,1.3,8
0,-214,2,1.3,7
0,-209,2,1.3,7
0,-205,2,1.3,7
-1,-200,2,1.3,7
-1,-200,2,1.3,6
-1,-200,2,1.3,6
-1,-200,2,1.3,6
-1,-200,2,1.3,6
-1,-200,2,1.3,5
-1,-200,2,1.3,5
-2,-200,2,1.3,5
-2,-200,2,1.3,5
19,-196,2,1.3,4
19,-196,2,1.3,4
19,-196,1,1.3,4
-21,-196,2,1.3,4
-26,-196,2,1.3,4
-26,-196,2,1.3,4
-26,-196,0,1.3,4
-1,-156,2,1.3,4
24,-173,2,1.3,3
24,-173,2,1.3,3
-36,-171,1,1.3,3
43,-184,1,1.3,3
3,-184,2,1.3,3
3,-184,2,1.3,3
3,-184,1,1.3,3
-206,-126,1,1.3,2
-232,-116,2,1.3,2
-161,-111,0,1.3,2
-190,-108,2,1.3,2
-180,-104,2,1.3,2
-173,-101,1,1.3,2
-199,-95,2,1.3,2
-181,-87,0,1.3,2
-117,-112,2,1.3,2
-117,-112,1,1.3,2
-6,-87,2,1.3,2
-193,-91,2,1.3,1
-181,-86,0,1.3,1
-1,-86,2,1.3,1
-148,-322,0,1.3,20
-99,-318,2,1.3,20
0,-319,2,1.3,19
0,-408,2,1.3,19
0,-308,2,1.3,18
0,-397,2,1.3,18
0,-258,2,1.3,18
0,-386,2,1.3,18
0,-380,2,1.3,18
0,-372,2,1.3,17
0,-364,2,1.3,17
0,-358,2,1.3,17
0,-350,0,1.3,17
0,-332,0,1.3,16
0,-315,2,1.3,15
0,-307,2,1.3,15
0,-301,1,1.3,15
-11,-198,2,1.3,15
-1,-203,2,1.3,15
0,-229,2,1.3,14
0,-215,2,1.3,13
0,-207,2,1.3,13
0,-246,2,1.3,13
0,-200,2,1.3,13
0,-233,2,1.3,13
0,-226,2,1.3,12
0,-212,0,1.3,12
-12,-194,2,1.3,11
-32,-198,0,1.3,10
19,-192,2,1.3,9
19,-192,2,1.3,9
19,-192,2,1.3,9
19,-192,2,1.3,9
19,-192,2,1.3,9
19,-192,0,1.3,9
-12,-193,2,1.3,9
-18,-187,2,1.3,9
-18,-187,2,1.3,9
-18,-187,0,1.3,9
-8,-187,2,1.3,9
-3,-191,2,1.3,9
-3,-191,2,1.3,9
31,-174,2,1.3,8
31,-174,2,1.3,8
31,-174,1,1.3,8
3,-166,2,1.3,8
0,-180,2,1.3,8
0,-180,2,1.3,7
2,-187,2,1.3,7
2,-187,2,1.3,7
2,-187,2,1.3,7
2,-187,2,1.3,7
2,-187,2,1.3,7
14,-156,1,1.3,6
-11,-147,2,1.3,6
-16,-147,2,1.3,6
-16,-147,2,1.3,6
-16,-147,2,1.3,6
-16,-147,0,1.3,6
-1,-156,2,1.3,6
4,-156,2,1.3,6
4,-156,2,1.3,6
4,-156,2,1.3,5
4,-156,2,1.3,5
4,-156,2,1.3,5
64,-156,2,1.3,5
64,-156,2,1.3,5
64,-156,0,1.3,5
-5,-175,2,1.3,5
-5,-175,2,1.3,5
-5,-175,2,1.3,5
-5,-175,2,1.3,5
-13,-174,2,1.3,4
-13,-174,2,1.3,4
-13,-174,2,1.3,4
-13,-174,2,1.3,4
-13,-174,2,1.3,4
-14,-171,2,1.3,3
-14,-171,2,1.3,3
-14,-171,2,1.3,3
-14,-171,2,1.3,3
-14,-171,2,1.3,3
-14,-171,1,1.3,3
-6,-156,2,1.3,3
35,-166,0,1.3,2
9,-156,2,1.3,2
50,-165,1,1.3,1
-5,-165,2,1.3,1
-5,-165,2,1.3,1
-126,-374,1,1.3,20
-141,-367,0,1.3,20
6,-443,2,1.3,20
0,-394,2,1.3,18
0,-248,2,1.3,18
0,-243,2,1.3,18
0,-304,2,1.3,17
0,-342,2,1.3,16
0,-289,2,1.3,16
0,-330,2,1.3,16
0,-274,2,1.3,16
0,-265,2,1.3,15
0,-306,2,1.3,15
0,-254,2,1.3,15
0,-248,2,1.3,15
0,-241,2,1.3,15
0,-276,2,1.3,14
0,-269,2,1.3,14
0,-218,2,1.3,14
0,-207,2,1.3,14
0,-206,2,1.3,14
0,-200,2,1.3,13
0,-200,2,1.3,13
0,-200,2,1.3,13
0,-200,2,1.3,13
0,-200,2,1.3,13
-1,-214,2,1.3,12
-1,-213,2,1.3,12
0,-208,0,1.3,12
6,-194,2,1.3,12
-14,-196,2,1.3,12
26,-194,2,1.3,12
-15,-195,2,1.3,12
-15,-195,2,1.3,12
14,-184,0,1.3,12
1,-193,2,1.3,12
26,-193,2,1.3,12
20,-184,2,1.3,12
20,-184,2,1.3,12
26,-193,2,1.3,12
26,-193,2,1.3,12
14,-184,0,1.3,12
-2,-189,2,1.3,12
-2,-189,2,1.3,12
-15,-183,2,1.3,11
-15,-183,2,1.3,11
-15,-183,2,1.3,11
-15,-183,1,1.3,11
-3,-117,2,1.3,11
28,-186,2,1.3,10
28,-186,1,1.3,10
10,-83,2,1.3,10
-62,-127,2,1.3,9
-31,-156,0,1.3,9
1,-135,2,1.3,9
-10,-173,2,1.3,9
-10,-147,2,1.3,9
-10,-173,2,1.3,8
-10,-173,1,1.3,8
-20,-170,2,1.3,8
8,-125,2,1.3,8
8,-125,2,1.3,8
-35,-170,2,1.3,8
8,-124,2,1.3,8
-35,-170,0,1.3,7
9,-97,2,1.3,7
26,-126,2,1.3,6
-34,-126,1,1.3,6
9,-147,2,1.3,6
4,-147,2,1.3,6
4,-147,2,1.3,6
-16,-170,2,1.3,5
-16,-170,1,1.3,5
-16,-121,2,1.3,5
-16,-121,0,1.3,5
9,-121,2,1.3,5
9,-121,2,1.3,5
9,-121,2,1.3,5
-94,-164,2,1.3,4
-94,-164,0,1.3,4
14,-95,2,1.3,4
48,-155,2,1.3,3
48,-155,1,1.3,3
-214,-145,2,1.3,3
-180,-130,0,1.3,3
-125,-128,2,1.3,3
-25,-93,0,1.3,3
-89,-100,2,1.3,2
-89,-100,0,1.3,2
11,-100,2,1.3,2
-22,-99,2,1.3,2
-22,-99,0,1.3,2
-17,-99,2,1.3,2
-17,-99,2,1.3,2
-17,-99,2,1.3,2
-17,-99,1,1.3,2
-190,-336,2,1.3,20
-188,-329,2,1.3,20
-162,-318,0,1.3,20
-1,-305,2,1.3,20
0,-311,2,1.3,19
0,-305,2,1.3,18
0,-381,2,1.3,18
0,-370,2,1.3,18
0,-363,2,1.3,18
0,-357,2,1.3,17
0,-351,2,1.3,17
0,-344,2,1.3,17
0,-338,2,1.3,17
0,-250,2,1.3,17
0,-244,2,1.3,16
0,-232,2,1.3,16
0,-227,2,1.3,16
0,-219,2,1.3,16
0,-304,2,1.3,15
0,-206,0,1.3,15
11,-296,2,1.3,15
2,-290,2,1.3,15
0,-280,2,1.3,15
0,-278,2,1.3,15
0,-225,2,1.3,14
0,-257,2,1.3,14
0,-251,2,1.3,14
0,-205,2,1.3,14
0,-200,2,1.3,14
-1,-242,2,1.3,13
1,-235,2,1.3,13
1,-230,0,1.3,13
12,-229,2,1.3,13
0,-223,2,1.3,13
0,-218,2,1.3,13
0,-213,1,1.3,12
-9,-207,2,1.3,12
-8,-186,2,1.3,12
26,-162,2,1.3,12
-28,-192,2,1.3,12
32,-192,2,1.3,12
32,-192,2,1.3,12
32,-192,2,1.3,12
-43,-155,2,1.3,12
-43,-155,0,1.3,12
-13,-155,2,1.3,12
46,-162,2,1.3,12
-10,-169,2,1.3,12
46,-162,1,1.3,12
-5,-169,2,1.3,12
-3,-154,2,1.3,12
40,-171,2,1.3,12
-48,-154,0,1.3,12
-13,-154,2,1.3,12
2,-154,2,1.3,12
2,-154,2,1.3,12
2,-154,0,1.3,12
4,-141,2,1.3,11
10,-126,2,1.3,11
3,-111,2,1.3,11
3,-111,2,1.3,11
0,-133,2,1.3,10
0,-133,1,1.3,10
-8,-167,2,1.3,10
14,-141,2,1.3,10
14,-141,2,1.3,10
-24,-97,2,1.3,10
-24,-97,0,1.3,10
0,-124,2,1.3,10
5,-124,2,1.3,10
5,-124,2,1.3,10
5,-124,2,1.3,10
5,-124,2,1.3,10
11,-161,1,1.3,9
6,-161,2,1.3,9
9,-140,2,1.3,9
8,-96,2,1.3,9
8,-96,2,1.3,9
8,-96,2,1.3,9
9,-140,2,1.3,8
9,-140,2,1.3,8
9,-140,0,1.3,8
11,-161,2,1.3,8
16,-96,2,1.3,8
21,-96,2,1.3,8
-13,-84,2,1.3,8
16,-161,1,1.3,8
-8,-166,2,1.3,8
2,-84,2,1.3,8
2,-84,2,1.3,8
14,-140,2,1.3,7
14,-140,2,1.3,7
14,-140,0,1.3,7
6,-161,2,1.3,7
6,-161,2,1.3,7
6,-161,2,1.3,7
49,-140,0,1.3,6
79,-140,2,1.3,6
-44,-95,2,1.3,6
-44,-95,2,1.3,6
-44,-95,1,1.3,6
-88,-67,2,1.3,6
-98,-66,0,1.3,6
-53,-66,2,1.3,6
-130,-364,0,1.0,8
0,-229,2,1.0,5
-26,-220,2,1.0,3
-34,-197,0,1.0,3
50,-194,1,1.0,2
-10,-194,0,1.0,2
-93,-165,0,1.0,1
-83,-164,0,1.0,1
12,-164,1,1.0,1
-161,-467,1,1.0,12
-186,-463,0,1.0,12
-1,-325,1,1.0,10
0,-358,0,1.0,10
13,-200,1,1.0,3
-39,-194,0,1.0,3
-9,-194,0,1.0,3
5,-191,1,1.0,2
-30,-191,0,1.0,2
20,-191,0,1.0,2
65,-189,1,1.0,1
-119,-369,0,1.0,14
-4,-307,2,1.0,14
0,-413,2,1.0,13
